component,function,endpoint,method,auth,expected,dto,db_source,status,mock_policy
IoT,get_iot_devices_api_iot_devices__homeId__get,/api/iot/devices/{homeId},GET,optional_or_unknown,Get Iot Devices,IoTDevicesResponse,to_verify,to_verify,must_not_return_mock
IoT,fix_iot_threat_api_iot_fix__threatId__post,/api/iot/fix/{threatId},POST,optional_or_unknown,Fix Iot Threat,object,to_verify,to_verify,must_not_return_mock
IoT,start_iot_scan_api_iot_scan__homeId__post,/api/iot/scan/{homeId},POST,optional_or_unknown,Start Iot Scan,IoTScanResponse,to_verify,to_verify,must_not_return_mock
IoT,get_iot_status_api_iot_status__homeId__get,/api/iot/status/{homeId},GET,optional_or_unknown,Get Iot Status,IoTStatusResponse,to_verify,to_verify,must_not_return_mock
IoT,get_iot_threats_api_iot_threats__homeId__get,/api/iot/threats/{homeId},GET,optional_or_unknown,Get Iot Threats,IoTThreatsResponse,to_verify,to_verify,must_not_return_mock
Location Bubble,get_bubble_location_api_location_bubble_post,/api/location/bubble,POST,optional_or_unknown,Генерировать приблизительное местоположение (пузырь),object,to_verify,to_verify,must_not_return_mock
Location Bubble,health_check_api_location_bubble_health_get,/api/location/bubble/health,GET,optional_or_unknown,Health check,object,to_verify,to_verify,must_not_return_mock
Location Bubble,get_generation_history_api_location_bubble_history_get,/api/location/bubble/history,GET,optional_or_unknown,Получить историю генераций пузырей,object,to_verify,to_verify,must_not_return_mock
Location Bubble,get_person_settings_api_location_bubble_settings_get,/api/location/bubble/settings,GET,optional_or_unknown,Получить настройки пузыря для человека,object,to_verify,to_verify,must_not_return_mock
Location Bubble,set_person_settings_api_location_bubble_settings_post,/api/location/bubble/settings,POST,optional_or_unknown,Установить настройки пузыря для человека,object,to_verify,to_verify,must_not_return_mock
Location Bubble,get_all_person_settings_api_location_bubble_settings_all_get,/api/location/bubble/settings/all,GET,optional_or_unknown,Получить все настройки пузырей для пользователя,object,to_verify,to_verify,must_not_return_mock
misc-other-compat,location_geofences_api_location_geofences_get,/api/location/geofences,GET,required,Location Geofences,array,to_verify,to_verify,must_not_return_mock
Other Functions,sync_location_geofences_api_location_geofences_sync_post,/api/location/geofences/sync,POST,optional_or_unknown,Sync Location Geofences,SyncLocationGeofencesResponse,to_verify,to_verify,must_not_return_mock
Other Functions,update_location_geofence_api_location_geofences_update_post,/api/location/geofences/update,POST,optional_or_unknown,Update Location Geofence,LocationGeofenceResponse,to_verify,to_verify,must_not_return_mock
Other Functions,delete_location_geofence_api_location_geofences__geofenceId__delete,/api/location/geofences/{geofenceId},DELETE,optional_or_unknown,Delete Location Geofence,object,to_verify,to_verify,must_not_return_mock
Other Functions,get_movement_history_api_location_movement_history_get,/api/location/movement-history,GET,optional_or_unknown,Get Movement History,MovementHistoryResponse,to_verify,to_verify,must_not_return_mock
Other Functions,update_movement_history_api_location_movement_history_update_post,/api/location/movement-history/update,POST,optional_or_unknown,Update Movement History,object,to_verify,to_verify,must_not_return_mock
Other Functions,get_location_status_api_location_status_get,/api/location/status,GET,optional_or_unknown,Get Location Status,LocationStatusResponse,to_verify,to_verify,must_not_return_mock
Other Functions,update_location_status_api_location_status_update_post,/api/location/status/update,POST,optional_or_unknown,Update Location Status,LocationStatusResponse,to_verify,to_verify,must_not_return_mock
misc-other-compat,malware_quarantine_action_api_malware_quarantine_action_get,/api/malware/quarantine/action,GET,required,Malware Quarantine Action,object,to_verify,to_verify,must_not_return_mock
misc-other-compat,malware_threats_api_malware_threats_get,/api/malware/threats,GET,required,Malware Threats,array,to_verify,to_verify,must_not_return_mock
Metrics,upload_metrics_api_metrics_upload_post,/api/metrics/upload,POST,optional_or_unknown,Upload Metrics,MetricsUploadResponse,to_verify,to_verify,must_not_return_mock
network-protection-compat,network_protection_config_api_network_protection_config_get,/api/network-protection/config,GET,required,Network Protection Config,object,to_verify,to_verify,must_not_return_mock
network-protection-compat,network_protection_connect_api_network_protection_connect_get,/api/network-protection/connect,GET,required,Network Protection Connect,object,to_verify,to_verify,must_not_return_mock
network-protection-compat,network_protection_disconnect_api_network_protection_disconnect_get,/api/network-protection/disconnect,GET,required,Network Protection Disconnect,object,to_verify,to_verify,must_not_return_mock
network-protection-compat,network_protection_servers_api_network_protection_servers_get,/api/network-protection/servers,GET,required,Network Protection Servers,array,to_verify,to_verify,must_not_return_mock
network-protection-compat,network_protection_settings_api_network_protection_settings_get,/api/network-protection/settings,GET,required,Network Protection Settings,object,to_verify,to_verify,must_not_return_mock
network-protection-compat,patch_network_protection_settings_api_network_protection_settings_patch,/api/network-protection/settings,PATCH,required,Patch Network Protection Settings,object,to_verify,to_verify,must_not_return_mock
network-protection-compat,network_protection_stats_api_network_protection_stats_get,/api/network-protection/stats,GET,required,Network Protection Stats,object,to_verify,to_verify,must_not_return_mock
network-protection-compat,network_protection_status_api_network_protection_status_get,/api/network-protection/status,GET,required,Network Protection Status,object,to_verify,to_verify,must_not_return_mock
Notifications,list_notifications_api_notifications_get,/api/notifications,GET,optional_or_unknown,List Notifications,NotificationListResponse,to_verify,to_verify,must_not_return_mock
notifications-compat,notifications_archive_api_notifications_archive_get,/api/notifications/archive,GET,required,Notifications Archive,object,to_verify,to_verify,must_not_return_mock
notifications-compat,notifications_bulk_mark_read_api_notifications_bulk_mark_read_get,/api/notifications/bulk-mark-read,GET,required,Notifications Bulk Mark Read,object,to_verify,to_verify,must_not_return_mock
notifications-compat,notifications_categories_api_notifications_categories_get,/api/notifications/categories,GET,required,Notifications Categories,array,to_verify,to_verify,must_not_return_mock
Notifications,mark_notification_read_api_notifications_read_post,/api/notifications/read,POST,optional_or_unknown,Mark Notification Read,MarkReadResponse,to_verify,to_verify,must_not_return_mock
notifications-compat,notifications_stats_api_notifications_stats_get,/api/notifications/stats,GET,required,Notifications Stats,object,to_verify,to_verify,must_not_return_mock
Offline Storage,get_offline_data_api_offline_storage_data_get,/api/offline-storage/data,GET,optional_or_unknown,Get Offline Data,array,to_verify,to_verify,must_not_return_mock
Offline Storage,update_offline_data_api_offline_storage_data_update_post,/api/offline-storage/data/update,POST,optional_or_unknown,Update Offline Data,OfflineDataResponse,to_verify,to_verify,must_not_return_mock
Offline Storage,delete_offline_data_api_offline_storage_data__dataId__delete,/api/offline-storage/data/{dataId},DELETE,optional_or_unknown,Delete Offline Data,object,to_verify,to_verify,must_not_return_mock
Offline Storage,resolve_offline_storage_conflicts_api_offline_storage_resolve_conflicts_post,/api/offline-storage/resolve-conflicts,POST,optional_or_unknown,Resolve Offline Storage Conflicts,object,to_verify,to_verify,must_not_return_mock
Offline Storage,sync_offline_storage_api_offline_storage_sync_post,/api/offline-storage/sync,POST,optional_or_unknown,Sync Offline Storage,SyncOfflineStorageResponse,to_verify,to_verify,must_not_return_mock
Parental Control,get_parental_app_blocks_api_parental_control_app_blocks_get,/api/parental-control/app-blocks,GET,required,Get Parental App Blocks,array,to_verify,to_verify,must_not_return_mock
Parental Control,sync_app_blocks_api_parental_control_app_blocks_sync_post,/api/parental-control/app-blocks/sync,POST,optional_or_unknown,Sync App Blocks,SyncAppBlocksResponse,to_verify,to_verify,must_not_return_mock
Parental Control,update_app_blocks_api_parental_control_app_blocks_update_post,/api/parental-control/app-blocks/update,POST,optional_or_unknown,Update App Blocks,AppBlockResponse,to_verify,to_verify,must_not_return_mock
Parental Control,get_app_blocks_api_parental_control_app_blocks__childId__get,/api/parental-control/app-blocks/{childId},GET,optional_or_unknown,Get App Blocks,AppBlockResponse,to_verify,to_verify,must_not_return_mock
Parental Control,get_dns_config_api_parental_control_dns_config_get,/api/parental-control/dns-config,GET,required,Get Dns Config,DNSConfigResponse,to_verify,to_verify,must_not_return_mock
Parental Control,get_parental_geofences_api_parental_control_geofences_get,/api/parental-control/geofences,GET,required,Get Parental Geofences,array,to_verify,to_verify,must_not_return_mock
Parental Control,add_geofence_api_parental_control_geofences_add_post,/api/parental-control/geofences/add,POST,optional_or_unknown,Add Geofence,GeofenceResponse,to_verify,to_verify,must_not_return_mock
Parental Control,update_geofence_api_parental_control_geofences_update_post,/api/parental-control/geofences/update,POST,optional_or_unknown,Update Geofence,GeofenceResponse,to_verify,to_verify,must_not_return_mock
Parental Control,get_geofences_api_parental_control_geofences__childId__get,/api/parental-control/geofences/{childId},GET,optional_or_unknown,Get Geofences,array,to_verify,to_verify,must_not_return_mock
Parental Control,delete_geofence_api_parental_control_geofences__geofenceId__delete,/api/parental-control/geofences/{geofenceId},DELETE,optional_or_unknown,Delete Geofence,object,to_verify,to_verify,must_not_return_mock
Parental Control,report_location_api_parental_control_location_report_post,/api/parental-control/location/report,POST,required,Report Location,unknown,to_verify,to_verify,must_not_return_mock
Parental Control,get_daily_reports_api_parental_control_reports_daily_get,/api/parental-control/reports/daily,GET,required,Get Daily Reports,array,to_verify,to_verify,must_not_return_mock
Parental Control,get_weekly_reports_api_parental_control_reports_weekly_get,/api/parental-control/reports/weekly,GET,required,Get Weekly Reports,array,to_verify,to_verify,must_not_return_mock
Parental Control,get_parental_schedules_api_parental_control_schedules_get,/api/parental-control/schedules,GET,required,Get Parental Schedules,array,to_verify,to_verify,must_not_return_mock
Parental Control,delete_schedule_api_parental_control_schedules_delete_post,/api/parental-control/schedules/delete,POST,optional_or_unknown,Delete Schedule,object,to_verify,to_verify,must_not_return_mock
Parental Control,get_schedules_history_api_parental_control_schedules_history_get,/api/parental-control/schedules/history,GET,optional_or_unknown,Get Schedules History,ScheduleHistoryResponse,to_verify,to_verify,must_not_return_mock
Parental Control,update_schedule_api_parental_control_schedules_update_post,/api/parental-control/schedules/update,POST,optional_or_unknown,Update Schedule,ScheduleResponse,to_verify,to_verify,must_not_return_mock
Parental Control,get_schedules_api_parental_control_schedules__childId__get,/api/parental-control/schedules/{childId},GET,optional_or_unknown,Get Schedules,array,to_verify,to_verify,must_not_return_mock
Parental Control,get_parental_settings_api_parental_control_settings_get,/api/parental-control/settings,GET,required,Get Parental Settings,object,to_verify,to_verify,must_not_return_mock
Parental Control,get_parental_control_settings_conflicts_api_parental_control_settings_conflicts_get,/api/parental-control/settings/conflicts,GET,optional_or_unknown,Get Parental Control Settings Conflicts,SettingsConflictsResponse,to_verify,to_verify,must_not_return_mock
Parental Control,get_parental_control_settings_history_api_parental_control_settings_history_get,/api/parental-control/settings/history,GET,optional_or_unknown,Get Parental Control Settings History,SettingsHistoryResponse,to_verify,to_verify,must_not_return_mock
Parental Control,sync_parental_control_settings_api_parental_control_settings_sync_post,/api/parental-control/settings/sync,POST,optional_or_unknown,Sync Parental Control Settings,SyncParentalControlSettingsResponse,to_verify,to_verify,must_not_return_mock
Parental Control,update_parental_control_settings_api_parental_control_settings_update_post,/api/parental-control/settings/update,POST,optional_or_unknown,Update Parental Control Settings,ParentalControlSettingsResponse,to_verify,to_verify,must_not_return_mock
Parental Control,get_parental_control_settings_api_parental_control_settings__familyId__get,/api/parental-control/settings/{familyId},GET,optional_or_unknown,Get Parental Control Settings,ParentalControlSettingsResponse,to_verify,to_verify,must_not_return_mock
Parental Control,get_parental_control_stats_api_parental_control_stats_get,/api/parental-control/stats,GET,required,Get Parental Control Stats,ParentalControlStatsResponse,to_verify,to_verify,must_not_return_mock
Parental Control,get_parental_manager_status_api_parental_control_status_get,/api/parental-control/status,GET,optional_or_unknown,Get Parental Manager Status,unknown,to_verify,to_verify,must_not_return_mock
Parental Control,get_parental_time_limits_api_parental_control_time_limits_get,/api/parental-control/time-limits,GET,required,Get Parental Time Limits,array,to_verify,to_verify,must_not_return_mock
Parental Control,get_time_limits_history_api_parental_control_time_limits_history_get,/api/parental-control/time-limits/history,GET,optional_or_unknown,Get Time Limits History,TimeLimitHistoryResponse,to_verify,to_verify,must_not_return_mock
Parental Control,reset_time_limits_api_parental_control_time_limits_reset_post,/api/parental-control/time-limits/reset,POST,optional_or_unknown,Reset Time Limits,TimeLimitResponse,to_verify,to_verify,must_not_return_mock
Parental Control,update_time_limits_api_parental_control_time_limits_update_post,/api/parental-control/time-limits/update,POST,optional_or_unknown,Update Time Limits,TimeLimitResponse,to_verify,to_verify,must_not_return_mock
Parental Control,get_time_limits_api_parental_control_time_limits__childId__get,/api/parental-control/time-limits/{childId},GET,optional_or_unknown,Get Time Limits,TimeLimitResponse,to_verify,to_verify,must_not_return_mock
parental-compat,parental_block_api_parental_block_get,/api/parental/block,GET,required,Parental Block,object,to_verify,to_verify,must_not_return_mock
Parental Control Bypass,apply_bypass_protection_api_parental_bypass_apply_post,/api/parental/bypass/apply,POST,required,Apply Bypass Protection,ApiBoolResponse,to_verify,to_verify,must_not_return_mock
Parental Control Bypass,get_bypass_stats_api_parental_bypass_stats_get,/api/parental/bypass/stats,GET,required,Get Bypass Stats,BypassStatsResponse,to_verify,to_verify,must_not_return_mock
Parental Control Bypass,get_bypass_manager_status_api_parental_bypass_status_get,/api/parental/bypass/status,GET,optional_or_unknown,Get Bypass Manager Status,unknown,to_verify,to_verify,must_not_return_mock
parental-compat,parental_control_api_parental_control_get,/api/parental/control,GET,required,Parental Control,object,to_verify,to_verify,must_not_return_mock
parental-compat,parental_limits_api_parental_limits_get,/api/parental/limits,GET,required,Parental Limits,object,to_verify,to_verify,must_not_return_mock
payments,confirm_payment_api_payments_confirm_post,/api/payments/confirm,POST,optional_or_unknown,Confirm Payment,unknown,to_verify,to_verify,must_not_return_mock
payments,create_payment_api_payments_create_post,/api/payments/create,POST,optional_or_unknown,Create Payment,unknown,to_verify,to_verify,must_not_return_mock
payments,create_payment_qr_api_payments_qr_create_post,/api/payments/qr/create,POST,optional_or_unknown,Create Payment Qr,unknown,to_verify,to_verify,must_not_return_mock
misc-other-compat,payments_qr_status_test_api_payments_qr_status_test_get,/api/payments/qr/status/test,GET,required,Payments Qr Status Test,object,to_verify,to_verify,must_not_return_mock
payments,recover_payment_code_api_payments_recover_post,/api/payments/recover,POST,optional_or_unknown,Recover Payment Code,unknown,to_verify,to_verify,must_not_return_mock
payments,check_payment_status_api_payments_status__payment_id__get,/api/payments/status/{payment_id},GET,optional_or_unknown,Check Payment Status,unknown,to_verify,to_verify,must_not_return_mock
protection,disable_protection_category_api_protection_disable_post,/api/protection/disable,POST,required,Disable Protection Category,APIResponse,to_verify,to_verify,must_not_return_mock
protection,enable_protection_category_api_protection_enable_post,/api/protection/enable,POST,required,Enable Protection Category,APIResponse,to_verify,to_verify,must_not_return_mock
misc-other-compat,protection_quarantine_action_api_protection_quarantine_action_get,/api/protection/quarantine/action,GET,required,Protection Quarantine Action,object,to_verify,to_verify,must_not_return_mock
protection,get_protection_settings_api_protection_settings_get,/api/protection/settings,GET,required,Get Protection Settings,ProtectionSettingsResponse,to_verify,to_verify,must_not_return_mock
protection,update_protection_settings_api_protection_settings_post,/api/protection/settings,POST,required,Update Protection Settings,APIResponse,to_verify,to_verify,must_not_return_mock
protection,get_protection_stats_api_protection_stats_get,/api/protection/stats,GET,required,Get Protection Stats,ProtectionStatsResponse,to_verify,to_verify,must_not_return_mock
protection,get_protection_status_api_protection_status_get,/api/protection/status,GET,required,Get Protection Status,ProtectionStatusResponse,to_verify,to_verify,must_not_return_mock
protection,sync_protection_settings_api_protection_sync_post,/api/protection/sync,POST,required,Sync Protection Settings,APIResponse,to_verify,to_verify,must_not_return_mock
protection,get_threat_scenarios_api_protection_threat_scenarios_get,/api/protection/threat-scenarios,GET,required,Get Threat Scenarios,array,to_verify,to_verify,must_not_return_mock
misc-other-compat,protection_threats_api_protection_threats_get,/api/protection/threats,GET,required,Protection Threats,array,to_verify,to_verify,must_not_return_mock
misc-other-compat,protection_threats_test_api_protection_threats_test_get,/api/protection/threats/test,GET,required,Protection Threats Test,object,to_verify,to_verify,must_not_return_mock
referral,get_referral_code_api_referral_code_get,/api/referral/code,GET,required,Get Referral Code,ReferralOverviewResponse,to_verify,to_verify,must_not_return_mock
referral,get_referral_history_api_referral_history_get,/api/referral/history,GET,required,Get Referral History,array,to_verify,to_verify,must_not_return_mock
referral,get_referral_rewards_api_referral_rewards_get,/api/referral/rewards,GET,required,Get Referral Rewards,ReferralRewardsResponse,to_verify,to_verify,must_not_return_mock
referral,get_referral_stats_api_referral_stats_get,/api/referral/stats,GET,required,Get Referral Stats,ReferralStatsResponse,to_verify,to_verify,must_not_return_mock
referral-test,test_apply_discount_api_referral_test_discount_apply_get,/api/referral/test/discount/apply,GET,required,Test Apply Discount,unknown,to_verify,to_verify,must_not_return_mock
referral-test,test_confirm_payment_api_referral_test_payment_confirm_post,/api/referral/test/payment/confirm,POST,required,Test Confirm Payment,unknown,to_verify,to_verify,must_not_return_mock
referral-test,test_create_payment_api_referral_test_payment_create_post,/api/referral/test/payment/create,POST,required,Test Create Payment,unknown,to_verify,to_verify,must_not_return_mock
Reports,reports_ai_categories_allow_api_reports_ai_categories_allow_get,/api/reports/ai-categories/allow,GET,optional_or_unknown,Reports Ai Categories Allow,ReportCompatBoolResponse,to_verify,to_verify,must_not_return_mock
Reports,reports_ai_categories_block_api_reports_ai_categories_block_get,/api/reports/ai-categories/block,GET,optional_or_unknown,Reports Ai Categories Block,ReportCompatBoolResponse,to_verify,to_verify,must_not_return_mock
Reports,reports_ai_categories_reports_api_reports_ai_categories_reports_get,/api/reports/ai-categories/reports,GET,optional_or_unknown,Reports Ai Categories Reports,array,to_verify,to_verify,must_not_return_mock
Reports,get_ai_categories_stats_api_reports_ai_categories_stats_get,/api/reports/ai-categories/stats,GET,optional_or_unknown,Get Ai Categories Stats,ReportStatsResponse,api_db,verified,must_not_return_mock
Reports,reports_dark_web_leaks_compat_api_reports_dark_web_leaks_get,/api/reports/dark-web/leaks,GET,optional_or_unknown,Reports Dark Web Leaks Compat,array,to_verify,to_verify,must_not_return_mock
Reports,reports_dark_web_leaks_api_reports_dark_web_leaks_list_get,/api/reports/dark-web/leaks/list,GET,optional_or_unknown,Reports Dark Web Leaks,CursorListResponse,to_verify,to_verify,must_not_return_mock
Reports,reports_dark_web_resolve_api_reports_dark_web_resolve_get,/api/reports/dark-web/resolve,GET,optional_or_unknown,Reports Dark Web Resolve,ReportCompatBoolResponse,to_verify,to_verify,must_not_return_mock
Reports,reports_dark_web_scan_fast_api_reports_dark_web_scan_fast_get,/api/reports/dark-web/scan/fast,GET,optional_or_unknown,Reports Dark Web Scan Fast,ReportCompatBoolResponse,to_verify,to_verify,must_not_return_mock
Reports,reports_dark_web_scan_secure_api_reports_dark_web_scan_secure_get,/api/reports/dark-web/scan/secure,GET,optional_or_unknown,Reports Dark Web Scan Secure,ReportCompatBoolResponse,to_verify,to_verify,must_not_return_mock
Reports,reports_dark_web_scan_start_api_reports_dark_web_scan_start_get,/api/reports/dark-web/scan/start,GET,optional_or_unknown,Reports Dark Web Scan Start,ReportCompatBoolResponse,to_verify,to_verify,must_not_return_mock
Reports,reports_dark_web_scan_start_post_api_reports_dark_web_scan_start_post,/api/reports/dark-web/scan/start,POST,optional_or_unknown,Reports Dark Web Scan Start Post,ReportCompatBoolResponse,to_verify,to_verify,must_not_return_mock
Reports,reports_dark_web_scans_api_reports_dark_web_scans_get,/api/reports/dark-web/scans,GET,optional_or_unknown,Reports Dark Web Scans,array,to_verify,to_verify,must_not_return_mock
Reports,get_dark_web_stats_api_reports_dark_web_stats_get,/api/reports/dark-web/stats,GET,optional_or_unknown,Get Dark Web Stats,ReportStatsResponse,api_db,verified,must_not_return_mock
Reports,reports_driving_root_api_reports_driving_get,/api/reports/driving,GET,optional_or_unknown,Reports Driving Root,ReportCompatBoolResponse,to_verify,to_verify,must_not_return_mock
Reports,reports_driving_behavior_api_reports_driving_behavior_get,/api/reports/driving/behavior,GET,optional_or_unknown,Reports Driving Behavior,object,to_verify,to_verify,must_not_return_mock
Reports,reports_driving_end_api_reports_driving_end_get,/api/reports/driving/end,GET,optional_or_unknown,Reports Driving End,ReportCompatBoolResponse,to_verify,to_verify,must_not_return_mock
Reports,reports_driving_events_api_reports_driving_events_get,/api/reports/driving/events,GET,optional_or_unknown,Reports Driving Events,array,to_verify,to_verify,must_not_return_mock
Reports,reports_driving_export_api_reports_driving_export_get,/api/reports/driving/export,GET,optional_or_unknown,Reports Driving Export,ReportCompatBoolResponse,to_verify,to_verify,must_not_return_mock
Reports,reports_driving_score_api_reports_driving_score_get,/api/reports/driving/score,GET,optional_or_unknown,Reports Driving Score,object,to_verify,to_verify,must_not_return_mock
Reports,reports_driving_start_api_reports_driving_start_get,/api/reports/driving/start,GET,optional_or_unknown,Reports Driving Start,ReportCompatBoolResponse,to_verify,to_verify,must_not_return_mock
Reports,get_driving_reports_stats_api_reports_driving_stats_get,/api/reports/driving/stats,GET,optional_or_unknown,Get Driving Reports Stats,ReportStatsResponse,api_db,verified,must_not_return_mock
Reports,reports_identity_theft_allow_api_reports_identity_theft_allow_get,/api/reports/identity-theft/allow,GET,optional_or_unknown,Reports Identity Theft Allow,ReportCompatBoolResponse,to_verify,to_verify,must_not_return_mock
Reports,reports_identity_theft_allow_post_api_reports_identity_theft_allow_post,/api/reports/identity-theft/allow,POST,optional_or_unknown,Reports Identity Theft Allow Post,ReportCompatBoolResponse,to_verify,to_verify,must_not_return_mock
Reports,reports_identity_theft_attempts_compat_api_reports_identity_theft_attempts_get,/api/reports/identity-theft/attempts,GET,optional_or_unknown,Reports Identity Theft Attempts Compat,array,to_verify,to_verify,must_not_return_mock
Reports,reports_identity_theft_attempts_api_reports_identity_theft_attempts_list_get,/api/reports/identity-theft/attempts/list,GET,optional_or_unknown,Reports Identity Theft Attempts,CursorListResponse,to_verify,to_verify,must_not_return_mock
Reports,reports_identity_theft_block_api_reports_identity_theft_block_get,/api/reports/identity-theft/block,GET,optional_or_unknown,Reports Identity Theft Block,ReportCompatBoolResponse,to_verify,to_verify,must_not_return_mock
Reports,reports_identity_theft_block_post_api_reports_identity_theft_block_post,/api/reports/identity-theft/block,POST,optional_or_unknown,Reports Identity Theft Block Post,ReportCompatBoolResponse,to_verify,to_verify,must_not_return_mock
Reports,get_identity_theft_stats_api_reports_identity_theft_stats_get,/api/reports/identity-theft/stats,GET,optional_or_unknown,Get Identity Theft Stats,ReportStatsResponse,api_db,verified,must_not_return_mock
Reports,reports_identity_theft_whitelist_api_reports_identity_theft_whitelist_get,/api/reports/identity-theft/whitelist,GET,optional_or_unknown,Reports Identity Theft Whitelist,array,to_verify,to_verify,must_not_return_mock
Reports,reports_privacy_cleanup_records_compat_api_reports_privacy_cleanup_records_get,/api/reports/privacy/cleanup/records,GET,optional_or_unknown,Reports Privacy Cleanup Records Compat,array,to_verify,to_verify,must_not_return_mock
Reports,reports_privacy_cleanup_records_api_reports_privacy_cleanup_records_list_get,/api/reports/privacy/cleanup/records/list,GET,optional_or_unknown,Reports Privacy Cleanup Records,CursorListResponse,to_verify,to_verify,must_not_return_mock
Reports,reports_privacy_cleanup_start_api_reports_privacy_cleanup_start_get,/api/reports/privacy/cleanup/start,GET,optional_or_unknown,Reports Privacy Cleanup Start,ReportCompatBoolResponse,to_verify,to_verify,must_not_return_mock
Reports,reports_privacy_cleanup_start_post_api_reports_privacy_cleanup_start_post,/api/reports/privacy/cleanup/start,POST,optional_or_unknown,Reports Privacy Cleanup Start Post,ReportCompatBoolResponse,to_verify,to_verify,must_not_return_mock
Reports,get_cleanup_stats_api_reports_privacy_cleanup_stats_get,/api/reports/privacy/cleanup/stats,GET,optional_or_unknown,Get Cleanup Stats,ReportStatsResponse,api_db,verified,must_not_return_mock
Reports,reports_privacy_location_allow_api_reports_privacy_location_allow_get,/api/reports/privacy/location/allow,GET,optional_or_unknown,Reports Privacy Location Allow,ReportCompatBoolResponse,to_verify,to_verify,must_not_return_mock
Reports,reports_privacy_location_allow_post_api_reports_privacy_location_allow_post,/api/reports/privacy/location/allow,POST,optional_or_unknown,Reports Privacy Location Allow Post,ReportCompatBoolResponse,to_verify,to_verify,must_not_return_mock
Reports,reports_privacy_location_block_api_reports_privacy_location_block_get,/api/reports/privacy/location/block,GET,optional_or_unknown,Reports Privacy Location Block,ReportCompatBoolResponse,to_verify,to_verify,must_not_return_mock
Reports,reports_privacy_location_block_post_api_reports_privacy_location_block_post,/api/reports/privacy/location/block,POST,optional_or_unknown,Reports Privacy Location Block Post,ReportCompatBoolResponse,to_verify,to_verify,must_not_return_mock
Reports,reports_privacy_location_bubble_api_reports_privacy_location_bubble_get,/api/reports/privacy/location/bubble,GET,optional_or_unknown,Reports Privacy Location Bubble,ReportCompatBoolResponse,to_verify,to_verify,must_not_return_mock
Reports,reports_privacy_location_requests_compat_api_reports_privacy_location_requests_get,/api/reports/privacy/location/requests,GET,optional_or_unknown,Reports Privacy Location Requests Compat,array,to_verify,to_verify,must_not_return_mock
Reports,reports_privacy_location_requests_api_reports_privacy_location_requests_list_get,/api/reports/privacy/location/requests/list,GET,optional_or_unknown,Reports Privacy Location Requests,CursorListResponse,to_verify,to_verify,must_not_return_mock
Reports,reports_privacy_location_send_api_reports_privacy_location_send_get,/api/reports/privacy/location/send,GET,optional_or_unknown,Reports Privacy Location Send,ReportCompatBoolResponse,to_verify,to_verify,must_not_return_mock
Reports,get_location_stats_api_reports_privacy_location_stats_get,/api/reports/privacy/location/stats,GET,optional_or_unknown,Get Location Stats,ReportStatsResponse,api_db,verified,must_not_return_mock
Reports,reports_privacy_location_update_accuracy_api_reports_privacy_location_update_accuracy_get,/api/reports/privacy/location/update-accuracy,GET,optional_or_unknown,Reports Privacy Location Update Accuracy,ReportCompatBoolResponse,to_verify,to_verify,must_not_return_mock
Reports,get_tracker_stats_api_reports_privacy_tracker_stats_get,/api/reports/privacy/tracker/stats,GET,optional_or_unknown,Get Tracker Stats,ReportStatsResponse,api_db,verified,must_not_return_mock
Reports,reports_privacy_tracker_top_compat_api_reports_privacy_tracker_top_get,/api/reports/privacy/tracker/top,GET,optional_or_unknown,Reports Privacy Tracker Top Compat,array,to_verify,to_verify,must_not_return_mock
Reports,reports_privacy_tracker_top_api_reports_privacy_tracker_top_list_get,/api/reports/privacy/tracker/top/list,GET,optional_or_unknown,Reports Privacy Tracker Top,CursorListResponse,to_verify,to_verify,must_not_return_mock
Reports,reports_privacy_tracker_whitelist_api_reports_privacy_tracker_whitelist_get,/api/reports/privacy/tracker/whitelist,GET,optional_or_unknown,Reports Privacy Tracker Whitelist,array,to_verify,to_verify,must_not_return_mock
Reports,reports_privacy_tracker_whitelist_post_api_reports_privacy_tracker_whitelist_post,/api/reports/privacy/tracker/whitelist,POST,optional_or_unknown,Reports Privacy Tracker Whitelist Post,ReportCompatBoolResponse,to_verify,to_verify,must_not_return_mock
Roadside Assistance,call_assistance_api_roadside_assistance_call_post,/api/roadside-assistance/call,POST,optional_or_unknown,Вызов помощи на дороге,CallAssistanceResponse,to_verify,to_verify,must_not_return_mock
Roadside Assistance,cancel_request_api_roadside_assistance_cancel__request_id__post,/api/roadside-assistance/cancel/{request_id},POST,optional_or_unknown,Отменить запрос на помощь,CancelRequestResponse,to_verify,to_verify,must_not_return_mock
Roadside Assistance,health_check_api_roadside_assistance_health_get,/api/roadside-assistance/health,GET,optional_or_unknown,Проверка работоспособности агента,object,to_verify,to_verify,must_not_return_mock
Roadside Assistance,get_history_api_roadside_assistance_history_get,/api/roadside-assistance/history,GET,optional_or_unknown,Получить историю запросов,array,to_verify,to_verify,must_not_return_mock
Roadside Assistance,get_status_api_roadside_assistance_status__request_id__get,/api/roadside-assistance/status/{request_id},GET,optional_or_unknown,Получить статус помощи,AssistanceStatusResponse,to_verify,to_verify,must_not_return_mock
App Settings,get_biometry_settings_api_settings_biometry_get,/api/settings/biometry,GET,optional_or_unknown,Get Biometry Settings,BiometrySettingsResponse,to_verify,to_verify,must_not_return_mock
App Settings,update_biometry_settings_api_settings_biometry_update_post,/api/settings/biometry/update,POST,optional_or_unknown,Update Biometry Settings,BiometrySettingsResponse,to_verify,to_verify,must_not_return_mock
